"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","9.2","7","7","52.297","0","20.716","1","P16951;P16951-2","P16951;P16951-2","Cyclic AMP-dependent transcription factor ATF-2","Atf2","929","P16951","Atf2"
"815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4.8","4.8","4.8","90.025","0","323.31","0","P17012","P17012","Zinc finger X-chromosomal protein","Zfx","930","P17012","Zfx"
"816",884390,1045000,1911400,1012200,1102200,2220500,873510,559550,1463700,708750,775680,1705200,"8","8","8","17.1","17.1","17.1","45.681","0","31.451","14","P17047;P17047-3;P17047-2","P17047;P17047-3;P17047-2","Lysosome-associated membrane glycoprotein 2","Lamp2","931","P17047","Lamp2"
"817",7414.10009765625,10575,12126,7217.10009765625,8382.5,11444,5326.5,5651.7001953125,14392,4991.5,8125.2998046875,14278,"6","6","1","57","57","23.4","11.614","0","268.05","2","P17095","P17095","High mobility group protein HMG-I/HMG-Y","Hmga1","932","P17095","Hmga1"
"818",78271,60262,120770,83637,82439,135960,72590,34699,58092,60828,45775,83877,"2","2","2","4.9","4.9","4.9","46.884","0.00015855","3.3234","2","P17125","P17125","Transforming growth factor beta-3;Latency-associated peptide","Tgfb3","934","P17125","Tgfb3"
"819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.9","1.9","1.9","67.226","0","5.4243","0","P17141","P17141","Zinc finger protein 37","Zfp37","935","P17141","Zfp37"
"820",740050,925720,1212000,824380,980070,1470700,933520,513790,852080,664160,629660,1047100,"32","16","16","46.4","27.5","27.5","69.641","0","323.31","29","P17156","P17156","Heat shock-related 70 kDa protein 2","Hspa2","936","P17156","Hspa2"
"821",31649000,33253000,38406000,33316000,34144000,43282000,41806000,21750000,32447000,34011000,21262000,38307000,"46","46","41","91","91","79.3","47.14","0","323.31","241","P17182","P17182","Alpha-enolase","Eno1","937","P17182","Eno1"
"822",62864,90556,89822,57778,83924,103190,76297,78493,82472,55167,86572,106280,"9","3","3","24.7","11.3","11.3","47.296","0","17.457","6","P17183","P17183","Gamma-enolase","Eno2","938","P17183","Eno2"
"823",3752700,5122100,4388800,4015500,4989700,5603300,3940700,3408500,3794800,3092800,3475600,4426600,"16","16","11","37.6","37.6","30.9","56.477","0","323.31","45","P17225;B2RU80","P17225","Polypyrimidine tract-binding protein 1","Ptbp1","939","P17225","Ptbp1"
"824",1116000,1901600,1837200,1199600,1831900,2182300,1277400,1134500,1417000,942180,1190100,1646700,"23","17","17","30.2","21.7","21.7","107.66","0","323.31","43","P17426;P17426-2","P17426;P17426-2","AP-2 complex subunit alpha-1","Ap2a1","940","P17426","Ap2a1"
"825",3526300,4602600,5228800,3890900,4459300,6022000,3982400,2995000,4074200,3123700,3280000,4645600,"32","32","26","38","38","29.1","104.02","0","323.31","67","P17427","P17427","AP-2 complex subunit alpha-2","Ap2a2","941","P17427","Ap2a2"
"826",631330,991380,1117000,715400,965980,1384600,699090,561050,946380,480050,589910,1113600,"8","8","8","19.8","19.8","19.8","57.621","0","38.059","10","P17439","P17439","Glucosylceramidase","Gba","942","P17439","Gba"
"827",92248,77317,78739,109350,61957,77407,125370,31728,94191,113320,51181,90896,"3","3","3","8.3","8.3","8.3","52.609","0","17.74","5","Q63836;P17563","Q63836;P17563","Selenium-binding protein 2;Selenium-binding protein 1","Selenbp2;Selenbp1","943","Q63836","Selenbp2"
"828",2640400,3902100,3114100,2769700,3847900,3474400,3622800,2888300,2926300,2683700,3229100,3409900,"32","32","30","33.8","33.8","32.5","108.3","0","323.31","65","P17710;P17710-3;P17710-4;P17710-2;Q3TRM8","P17710;P17710-3;P17710-4;P17710-2","Hexokinase-1","Hk1","944","P17710","Hk1"
"829",22228000,30769000,32850000,23585000,28536000,35608000,25446000,19436000,24882000,19806000,21127000,31369000,"16","16","16","86","86","86","17.971","0","323.31","115","P17742","P17742","Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed","Ppia","945","P17742","Ppia"
"830",26823000,21877000,19510000,29566000,2e+07,26092000,39690000,16767000,18265000,31300000,17120000,21622000,"26","26","26","93.2","93.2","93.2","26.712","0","323.31","118","P17751;P17751-2","P17751;P17751-2","Triosephosphate isomerase","Tpi1","946","P17751","Tpi1"
"831",96921,145580,152820,133120,133780,184230,91083,62930,82316,79438,96065,114280,"3","3","3","8.5","8.5","8.5","53.984","0","5.4896","4","P17809","P17809","Solute carrier family 2, facilitated glucose transporter member 1","Slc2a1","947","P17809","Slc2a1"
"832",4789100,6019500,5239500,5524600,6090500,6360900,6319800,4264800,5302800,4382800,4556900,5408900,"36","29","21","62.5","56.2","43","70.175","0","323.31","90","P17879;Q61696","P17879;Q61696","Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A","Hspa1b;Hspa1a","948","P17879","Hspa1b"
"833",1852700,2202500,1789300,1966300,2024100,1999100,2355200,1910400,1593300,1891000,1910100,2077000,"13","13","13","51.7","51.7","51.7","28.785","0","86.704","30","P17918","P17918","Proliferating cell nuclear antigen","Pcna","949","P17918","Pcna"
"834",19163,40160,47143,28305,36754,58996,22989,18997,39143,16417,24282,39414,"8","8","8","9.9","9.9","9.9","93.696","0","278.57","10","P18052;P18052-2","P18052;P18052-2","Receptor-type tyrosine-protein phosphatase alpha","Ptpra","950","P18052","Ptpra"
"835",664210,725790,920660,734640,746800,1025700,595970,455500,627140,495110,498440,753660,"8","8","8","24.9","24.9","24.9","37.863","0","19.605","14","P18155","P18155","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase","Mthfd2","951","P18155","Mthfd2"
"836",11600000,19997000,23357000,13361000,18661000,27335000,13077000,13458000,18963000,10107000,14601000,23562000,"16","16","16","46.1","46.1","46.1","44.953","0","266.29","43","P18242","P18242","Cathepsin D","Ctsd","952","P18242","Ctsd"
"837",779420,1584200,1559200,712550,1301700,1417800,504610,607530,728610,505450,795630,1086300,"13","13","13","40.9","40.9","40.9","41.709","0","62.531","29","P18406","P18406","Protein CYR61","Cyr61","953","P18406","Cyr61"
"838",506220,317560,402640,513360,337750,450820,902740,260570,369560,698020,239180,312290,"7","7","7","16.2","16.2","16.2","42.444","0","38.845","13","P18572;P18572-2","P18572;P18572-2","Basigin","Bsg","954","P18572","Bsg"
"839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","5.9","5.9","5.9","71.855","0","144.33","0","P18581;P18581-2","P18581;P18581-2","Cationic amino acid transporter 2","Slc7a2","955","P18581","Slc7a2"
"840",19445,8167.5,17245,25372,15211,20571,21041,17742,10716,16443,18675,17863,"3","3","3","45.8","45.8","45.8","10.152","0","211.71","3","P18608","P18608","Non-histone chromosomal protein HMG-14","Hmgn1","956","P18608","Hmgn1"
"841",23934,14175,17332,24040,11430,14360,20982,6175.2001953125,9497.900390625,12701,8051.39990234375,16475,"9","2","2","14.8","4.6","4.6","81.594","0","6.0658","5","P18653;Q9WUT3","P18653","Ribosomal protein S6 kinase alpha-1","Rps6ka1","957","P18653","Rps6ka1"
"842",292770,397250,409070,337040,341940,436640,364790,258190,352210,284970,264580,377440,"23","22","16","35.3","34.2","29.2","83.693","0","323.31","22","P18654;Q7TPS0;Q7TPS0-2;Q7TPS0-3","P18654","Ribosomal protein S6 kinase alpha-3","Rps6ka3","958","P18654","Rps6ka3"
"843",7637500,12203000,13921000,8577800,11261000,14614000,8155100,8406100,9973600,6632700,8745300,11189000,"22","22","17","89.8","89.8","75.9","18.559","0","323.31","62","P18760","P18760","Cofilin-1","Cfl1","959","P18760","Cfl1"
"844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.3","3.3","3.3","46.998","0","153.74","0","P18762","P18762","Beta-2 adrenergic receptor","Adrb2","960","P18762","Adrb2"
"845",88278,123790,118930,96406,105780,150820,87891,83143,81063,68187,75253,109660,"3","3","2","4.3","4.3","3.3","138.82","0","8.3381","1","P18826;P18826-2","P18826;P18826-2","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","Phka1","961","P18826","Phka1"
"846",9172.900390625,7973.5,10137,13800,9985.5,10545,13395,5140.39990234375,8104.2001953125,9934.599609375,5220.7998046875,9294.599609375,"1","1","1","6.4","6.4","6.4","32.904","0","6.9968","3","P18828;P18828-2","P18828;P18828-2","Syndecan-1","Sdc1","962","P18828","Sdc1"
"847",48469,146350,58565,58712,153990,68942,55068,107400,34873,33604,104730,49965,"7","4","4","25.7","16.7","16.7","40.036","0","46.573","6","P18872-2;P18872","P18872-2;P18872","Guanine nucleotide-binding protein G(o) subunit alpha","Gnao1","963","P18872-2","Gnao1"
"848",13763,20656,21031,15469,18674,26078,14261,18111,12689,13777,12900,20338,"3","3","3","5.5","5.5","5.5","50.891","0","33.055","1","P18911;P18911-2;P18911-3;P22605;P22605-4;P22605-3;P22605-2","P18911;P18911-2;P18911-3","Retinoic acid receptor gamma","Rarg","964","P18911","Rarg"
"849",2271.10009765625,2639.80004882813,1803.19995117188,2885.5,3395.80004882813,2424.5,4745.7001953125,3755.89990234375,4232.7001953125,3960.5,3739.80004882813,4503.60009765625,"3","3","3","6.7","6.7","6.7","98.193","0","86.954","1","P19091","P19091","Androgen receptor","Ar","965","P19091","Ar"
"850",6238000,7932500,9428100,7076100,8149900,10743000,6865500,5964000,7875800,5636100,6190700,9688300,"70","70","69","32.5","32.5","32","272.43","0","323.31","135","P19096","P19096","Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase","Fasn","966","P19096","Fasn"
"851",3777800,4360800,5981000,4298600,3887900,7163500,5250600,2694100,5282400,3742500,3502700,6134500,"11","11","11","53.8","53.8","53.8","23.609","0","113.31","44","P19157;P46425","P19157","Glutathione S-transferase P 1","Gstp1","967","P19157","Gstp1"
"852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4.9","4.9","4.9","49.935","0.0028584","2.3597","1","P19182","P19182","Interferon-related developmental regulator 1","Ifrd1","968","P19182","Ifrd1"
"853",1825800,2112200,1791800,2155800,1780300,1803700,1944500,1366900,1821300,1645600,1597400,2048100,"12","12","12","44.3","44.3","44.3","23.464","0","158.03","37","P19253","P19253","60S ribosomal protein L13a","Rpl13a","969","P19253","Rpl13a"
"854",16336000,23517000,21692000,18488000,25412000,25351000,26105000,18282000,21613000,20609000,19381000,26068000,"30","30","30","63.8","63.8","63.8","46.533","0","323.31","134","P19324","P19324","Serpin H1","Serpinh1","970","P19324","Serpinh1"
"855",9741.400390625,14014,13199,9277.7001953125,13189,16898,11516,7277.2998046875,9838.2998046875,8655.5,7433.60009765625,13151,"8","8","8","24.3","24.3","24.3","42.554","0","323.31","7","P19426;P19426-2","P19426;P19426-2","Negative elongation factor E","Nelfe","971","P19426","Nelfe"
"856",1389300,2392700,2175200,1519700,2178200,2198600,1411500,1321600,1887800,1180600,1750200,2103000,"6","6","6","35.9","35.9","35.9","13.813","0","58.835","44","P19536","P19536","Cytochrome c oxidase subunit 5B, mitochondrial","Cox5b","972","P19536","Cox5b"
"857",316630,584260,519000,346280,551270,524410,363210,387950,378560,253390,383290,476860,"9","9","9","42.6","42.6","42.6","19.53","0","123.47","34","P19783","P19783","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial","Cox4i1","973","P19783","Cox4i1"
"858",122250,67116,77364,128990,56022,74173,168980,32458,51977,128400,45717,56776,"3","3","3","24","24","24","12.359","0","9.5408","11","P19788","P19788","Matrix Gla protein","Mgp","974","P19788","Mgp"
"859",4366.60009765625,8887.400390625,13841,2507,3781.10009765625,16252,4542.60009765625,3045.10009765625,8661.900390625,3102.5,4689.2001953125,10389,"9","9","8","39","39","36.3","36.548","0","323.31","6","P19973-2;P19973","P19973-2;P19973","Lymphocyte-specific protein 1","Lsp1","975","P19973-2","Lsp1"
"860",32758000,41573000,41731000,36572000,39323000,51343000,39010000,28632000,35523000,32630000,30856000,41735000,"53","53","50","59.8","59.8","59.8","72.421","0","323.31","284","P20029","P20029","78 kDa glucose-regulated protein","Hspa5","976","P20029","Hspa5"
"861",701460,789410,980950,696780,660030,839520,906970,676510,1183800,708000,696660,1285600,"16","16","16","26.1","26.1","26.1","61.115","0","72.046","27","P20060","P20060","Beta-hexosaminidase subunit beta","Hexb","977","P20060","Hexb"
"862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","86.4","86.4","86.4","5.0526","0","46.89","3","P20065-2;P20065","P20065-2;P20065","Thymosin beta-4;Hematopoietic system regulatory peptide","Tmsb4x","978","P20065-2","Tmsb4x"
"863",2940000,4099300,4893400,3406300,4155700,5393700,3776500,3514700,5041200,3014100,3639400,6361700,"9","9","9","30.7","30.7","30.7","28.127","0","52.816","15","P20108","P20108","Thioredoxin-dependent peroxide reductase, mitochondrial","Prdx3","979","P20108","Prdx3"
"864",57048000,90663000,95890000,67562000,87335000,106650000,59583000,44694000,66217000,51047000,46212000,77825000,"87","87","79","98.3","98.3","95.7","53.687","0","323.31","379","P20152;P15331;P15331-3;P15331-2;CON__Q9DCV7;Q9DCV7;CON__Q7RTT2;CON__Q01546;CON__P12035;CON__P07744;P08553;P03995-2;P07744;P03995;P46660;CON__Q8N1N4-2;P19246","P20152","Vimentin","Vim","980","P20152","Vim"
"865",159180,387440,496330,205580,429950,567060,163060,161450,207120,106920,182930,263470,"8","8","8","23.8","23.8","23.8","32.935","0","281.42","19","P20352","P20352","Tissue factor","F3","981","P20352","F3"
"866",626900,744630,770090,596920,767120,839900,533100,536740,649500,529440,545840,705740,"11","11","10","21","21","17.9","76.851","0","137.37","18","P20444;P63318","P20444","Protein kinase C alpha type","Prkca","982","P20444","Prkca"
"867",278340,242810,260500,285430,200330,280100,246700,93807,217830,220030,130930,206160,"23","4","3","50.2","12.6","10.2","32.994","0","9.9175","11","P21107","P21107","Tropomyosin alpha-3 chain","Tpm3","983","P21107","Tpm3"
"868",861930,1747100,1683200,930610,1784900,1837200,922630,1002400,1205400,705530,1123000,1540300,"32","21","14","70.6","50.4","30.6","29.02","0","323.31","60","P21107-2","P21107-2","Tropomyosin alpha-3 chain","Tpm3","984","P21107-2","Tpm3"
"869",432360,608050,648090,398680,609800,656400,438290,348010,426080,327620,351170,545500,"6","6","6","37.6","37.6","37.6","17.8","0","13.864","8","P21126","P21126","Ubiquitin-like protein 4A","Ubl4a","985","P21126","Ubl4a"
"870",1029700,1510100,1650600,1048900,1395100,1886800,1056700,1050500,1524000,942170,1132200,1614000,"14","14","10","45.7","45.7","30.6","42.024","0","111.78","29","P21278;P30677;O70443","P21278","Guanine nucleotide-binding protein subunit alpha-11","Gna11","986","P21278","Gna11"
"871",525740,953150,1267200,602800,948550,1427000,581860,700600,997050,493240,696360,1198700,"13","9","9","44","29","29","42.158","0","42.935","17","P21279","P21279","Guanine nucleotide-binding protein G(q) subunit alpha","Gnaq","987","P21279","Gnaq"
"872",217760,380360,399310,198660,398590,539690,246660,238840,271690,172250,291160,323350,"5","2","2","11.4","3.8","3.8","35.988","0","3.6669","2","P21300","P21300","Aldose reductase-related protein 1","Akr1b7","988","P21300","Akr1b7"
"873",143470,349500,224100,184410,324360,312920,191330,195960,218980,146190,212210,253380,"3","3","3","32.9","32.9","32.9","15.531","0","4.5095","6","P21460","P21460","Cystatin-C","Cst3","989","P21460","Cst3"
"874",450040,1029300,823730,463770,948680,866480,591110,715850,641610,468050,731130,746830,"18","14","12","49.3","37.6","35.7","47.024","0","136.17","31","P21550","P21550","Beta-enolase","Eno3","990","P21550","Eno3"
"875",460770,531160,540500,496200,490130,549560,540990,372980,529490,414630,454210,570150,"25","21","10","41.3","38.3","16.8","67.317","0","323.31","27","P21619","P21619","Lamin-B2","Lmnb2","991","P21619","Lmnb2"
"876",274050,506360,304680,280720,467420,318040,282050,409500,290120,264480,419240,355820,"7","7","7","19.5","19.5","19.5","47.169","0","54.31","15","P21956-2;P21956","P21956-2;P21956","Lactadherin","Mfge8","993","P21956-2","Mfge8"
"877",64208,80222,86753,66216,70527,101780,66232,65135,96539,66988,61162,95820,"2","2","2","3.9","3.9","3.9","78.863","0","18.376","2","P21958","P21958","Antigen peptide transporter 1","Tap1","994","P21958","Tap1"
"878",1611500,4176600,4387700,1673400,4045400,4552700,1827800,4596400,4303600,1394300,4676200,5372300,"28","28","27","46.8","46.8","45.2","77.06","0","323.31","72","P21981","P21981","Protein-glutamine gamma-glutamyltransferase 2","Tgm2","995","P21981","Tgm2"
"879",1221200,832790,1267600,1480500,682590,1486900,1482300,694630,1010600,1255700,758890,1234900,"7","7","7","21.2","21.2","21.2","37.064","0","163.42","11","P21995","P21995","Embigin","Emb","996","P21995","Emb"
"880",579930,847320,823090,677160,780850,827450,756020,618150,749000,585900,658530,865420,"15","15","15","47.1","47.1","47.1","47.13","0","92.838","25","P22315","P22315","Ferrochelatase, mitochondrial","Fech","997","P22315","Fech"
"881",154190,209320,188040,157870,211120,215450,166570,162980,167490,139750,167500,197210,"5","5","5","18.2","18.2","18.2","33.753","0","11.429","11","P22366;P22366-2","P22366;P22366-2","Myeloid differentiation primary response protein MyD88","Myd88","998","P22366","Myd88"
"882",1403700,1010600,1014900,1583100,1007000,1027700,1653300,624450,1001100,1252200,727760,1096600,"16","16","16","28.7","28.7","28.7","69.042","0","143.1","29","P22437","P22437","Prostaglandin G/H synthase 1","Ptgs1","999","P22437","Ptgs1"
"883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4.8","4.8","4.8","57.093","0","22.119","0","P22518","P22518","Dual specificity protein kinase CLK1","Clk1","1000","P22518","Clk1"
"884",56760,84040,73718,59733,82383,89864,65065,65416,59940,50163,62681,78234,"8","8","8","15.3","15.3","15.3","100.56","0","45.359","7","P22682;P23092","P22682","E3 ubiquitin-protein ligase CBL","Cbl","1001","P22682","Cbl"
"885",154420,83420,61604,172230,77132,60898,205390,73165,48970,144290,72752,58376,"5","5","5","16.7","16.7","16.7","40.489","0","10.376","10","P22725-2;P22725;P22726;P24383","P22725-2;P22725","Protein Wnt-5a","Wnt5a","1002","P22725-2","Wnt5a"
"886",2184600,4289600,4855500,2127300,4271600,5531200,350480,931210,805910,452440,1079500,1206400,"20","20","20","46.3","46.3","46.3","45.17","0","198.75","37","P22777","P22777","Plasminogen activator inhibitor 1","Serpine1","1003","P22777","Serpine1"
"887",476100,664820,655670,490160,660350,627370,552040,397800,468270,397210,437420,512330,"10","10","10","9.9","9.9","9.9","91.349","0","29.976","18","P22892","P22892","AP-1 complex subunit gamma-1","Ap1g1","1004","P22892","Ap1g1"
"888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.8","3.8","3.8","33.613","0","3.7719","0","P22893","P22893","Tristetraprolin","Zfp36","1005","P22893","Zfp36"
"889",154560,194420,186680,158090,149490,173490,150480,122440,139320,141220,134470,176670,"6","6","6","19.1","19.1","19.1","39.344","0","323.31","12","P22907;P22907-2","P22907;P22907-2","Porphobilinogen deaminase","Hmbs","1006","P22907","Hmbs"
"890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","12.3","12.3","12.3","15.746","0.0098579","1.8458","2","P22935","P22935","Cellular retinoic acid-binding protein 2","Crabp2","1007","P22935","Crabp2"
"891",4560500,5805900,5995700,4518600,5718000,6971100,4549900,3726200,4418700,3747700,3753700,4979400,"48","48","48","32.5","32.5","32.5","161.93","0","323.31","89","P23116","P23116","Eukaryotic translation initiation factor 3 subunit A","Eif3a","1008","P23116","Eif3a"
"892",6612.2001953125,10310,8960.5,7033.60009765625,7193.60009765625,8907.2001953125,8504.7998046875,5625.39990234375,7056,5222.2001953125,7566.60009765625,7225.10009765625,"2","2","2","2.6","2.6","2.6","86.771","0.0038559","2.1966","2","P23188","P23188","Furin","Furin","1009","P23188","Furin"
"893",1465100,1521800,1474700,1702100,1493800,1751900,1912600,1176200,1500900,1286100,1378300,1759500,"13","13","11","58.5","58.5","58.5","20.855","0","58.052","20","P23198","P23198","Chromobox protein homolog 3","Cbx3","1010","P23198","Cbx3"
"894",11951,18819,9066.900390625,10763,19175,7806.2998046875,12613,32383,5438,18194,31165,9728.2001953125,"11","11","11","33.5","33.5","33.5","43.004","0","323.31","3","P23242","P23242","Gap junction alpha-1 protein","Gja1","1011","P23242","Gja1"
"895",224130,282990,362960,230220,278200,464450,241420,179530,282610,197500,202470,378070,"11","11","11","13.8","13.8","13.8","113.58","0","24.163","12","P23249","P23249","Putative helicase MOV-10","Mov10","1012","P23249","Mov10"
"896",192050,208700,232310,246860,212430,254910,224560,177820,174330,175420,167810,223830,"6","6","6","11","11","11","69.483","0","23.436","8","P23475","P23475","X-ray repair cross-complementing protein 6","Xrcc6","1013","P23475","Xrcc6"
"897",2082400,2179200,2147300,2169300,2145100,2367300,3313100,2709700,2323500,2640500,2868000,2603400,"17","17","17","66.8","66.8","66.8","32.277","0","323.31","63","P23492","P23492","Purine nucleoside phosphorylase","Pnp","1014","P23492","Pnp"
"898",717030,1186800,1372800,829610,1277800,1455200,857650,749880,876590,584670,774460,1128200,"4","4","4","35.7","35.7","35.7","24.634","0","30.017","4","P23506;P23506-2","P23506;P23506-2","Protein-L-isoaspartate(D-aspartate) O-methyltransferase","Pcmt1","1015","P23506","Pcmt1"
"899",88036,106800,115420,91111,103170,113350,83350,68774,80842,72112,63973,83300,"8","8","8","30.5","30.5","30.5","35.877","0","26.815","10","P23591","P23591","GDP-L-fucose synthase","Tsta3","1016","P23591","Tsta3"
"900",1871800,2165400,2630000,2145600,1962700,3057200,2477800,1830500,2877500,1987500,1779200,3292600,"17","17","17","26.4","26.4","26.4","73.12","0","234.77","37","P23780","P23780","Beta-galactosidase","Glb1","1017","P23780","Glb1"
"901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4.1","4.1","4.1","54.557","0","323.31","0","P23804;P23804-2","P23804;P23804-2","E3 ubiquitin-protein ligase Mdm2","Mdm2","1018","P23804","Mdm2"
"902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4","4","4","38.849","0","19.414","0","P23881","P23881","Transcription elongation factor A protein 3","Tcea3","1019","P23881","Tcea3"
"903",797760,2009200,1292800,748550,1880600,1247900,519220,822670,650420,413660,932640,788170,"15","15","15","73.1","73.1","73.1","20.069","0","323.31","38","P23927","P23927","Alpha-crystallin B chain","Cryab","1020","P23927","Cryab"
"904",63147,62714,67205,61277,53775,72113,53128,40088,50234,50007,59532,73772,"12","12","9","28.7","28.7","23.3","50.069","0","323.31","5","P23949","P23949","Zinc finger protein 36, C3H1 type-like 2","Zfp36l2","1021","P23949","Zfp36l2"
"905",NA,1046.09997558594,1457.09997558594,1217.09997558594,NA,1188,1339.09997558594,1108.09997558594,651.130004882813,1070.59997558594,850.380004882813,1329,"9","6","6","23.7","16","16","36.384","0","38.769","1","P23950","P23950","Zinc finger protein 36, C3H1 type-like 1","Zfp36l1","1022","P23950","Zfp36l1"
"906",441330,700570,788040,428810,715170,820780,473000,420310,612260,360430,488840,731120,"17","17","16","45.4","45.4","43.1","59.795","0","323.31","29","P24270","P24270","Catalase","Cat","1023","P24270","Cat"
"907",27644,54231,56073,35020,43483,61802,37581,28765,61532,27206,31446,59537,"3","3","3","10.1","10.1","10.1","42.791","0","5.3555","4","P24288","P24288","Branched-chain-amino-acid aminotransferase, cytosolic","Bcat1","1024","P24288","Bcat1"
"908",7265200,9613000,8974500,7883900,9613700,10987000,9229900,6962900,8310800,6555700,7387400,10325000,"19","19","19","71.8","71.8","71.8","23.713","0","217.63","50","P24369","P24369","Peptidyl-prolyl cis-trans isomerase B","Ppib","1025","P24369","Ppib"
"909",764420,902570,1244900,751500,847910,1214700,806240,577560,823540,638780,545010,972100,"11","11","10","33.5","33.5","32.7","39.24","0","104.52","39","P24452","P24452","Macrophage-capping protein","Capg","1026","P24452","Capg"
"910",27360,34660,19669,29266,20862,16557,49026,23553,14255,34583,22486,26300,"2","2","1","5.6","5.6","3","56.987","0","3.5454","4","P24457;Q8CIM7","P24457;Q8CIM7","Cytochrome P450 2D11;Cytochrome P450 2D26","Cyp2d11;Cyp2d26","1028","P24457","Cyp2d11"
"911",760260,1099500,994180,805430,1079400,1007100,587250,619520,360250,436130,645750,426740,"3","3","3","20.3","20.3","20.3","25.564","0","59.887","4","P24472","P24472","Glutathione S-transferase A4","Gsta4","1029","P24472","Gsta4"
"912",2807600,3694400,4327100,3140500,3914500,5255100,2940200,2291900,3904300,2502900,2633500,4101400,"26","26","26","50.7","50.7","50.7","69.05","0","323.31","62","P24527","P24527","Leukotriene A-4 hydrolase","Lta4h","1030","P24527","Lta4h"
"913",1083200,1202800,1222200,1168200,1096800,1368000,1069500,714470,959470,826510,726030,1185900,"16","16","16","34.2","34.2","34.2","55.814","0","63.275","26","P24547","P24547","Inosine-5-monophosphate dehydrogenase 2","Impdh2","1031","P24547","Impdh2"
"914",4465000,9613000,3937500,4831600,9770700,4978900,9414000,12493000,3943600,7095500,12794000,4435600,"26","25","17","48.7","47.1","34.9","54.467","0","323.31","64","P24549;Q9JHW9","P24549","Retinal dehydrogenase 1","Aldh1a1","1032","P24549","Aldh1a1"
"915",673730,1124500,1121500,698350,1071700,1214500,709020,535310,840920,503790,625360,983190,"5","5","5","11.1","11.1","11.1","48.508","0","8.7972","7","P24638","P24638","Lysosomal acid phosphatase","Acp2","1033","P24638","Acp2"
"916",153700,195520,198860,153060,216570,200490,147370,136870,141060,134470,159020,182460,"7","7","7","29.1","29.1","29.1","31.172","0","74.879","15","P24668","P24668","Cation-dependent mannose-6-phosphate receptor","M6pr","1034","P24668","M6pr"
"917",107600,137060,142210,108120,120030,124880,127570,97997,105910,97670,99615,143440,"7","7","7","11.2","11.2","11.2","91.512","0","116.72","7","P24788;P24788-2","P24788;P24788-2","Cyclin-dependent kinase 11B","Cdk11b","1035","P24788","Cdk11b"
"918",126070,234090,304510,154080,203550,383440,116600,263690,335680,94392,255590,438940,"4","4","4","22.5","22.5","22.5","20.274","0","5.6441","4","P25085;P25085-2","P25085;P25085-2","Interleukin-1 receptor antagonist protein","Il1rn","1036","P25085","Il1rn"
"919",43284,60062,46933,48798,56993,72479,69363,49413,65307,40130,37719,70387,"1","1","1","3.1","3.1","3.1","50.13","0","7.1946","1","P25118","P25118","Tumor necrosis factor receptor superfamily member 1A","Tnfrsf1a","1037","P25118","Tnfrsf1a"
"920",29697,33566,29126,27048,33409,24134,41684,25037,20481,25567,14172,18029,"7","7","7","10.2","10.2","10.2","91.545","0","137.27","7","P25206","P25206","DNA replication licensing factor MCM3","Mcm3","1038","P25206","Mcm3"
"921",179840,233820,174720,159860,210910,229960,135260,136400,187120,131660,139690,223880,"5","5","4","27.1","27.1","22","33.428","0","86.655","5","P25322","P25322","G1/S-specific cyclin-D1","Ccnd1","1039","P25322","Ccnd1"
