"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"1711",66267,110700,127300,63263,104480,107690,77029,100530,99568,72378,77684,104900,"5","4","4","13.2","13.2","13.2","42.592","0","75.445","5","P39748","P39748","Flap endonuclease 1","FEN1","1836","P39748","FEN1"
"1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1","1","3.4","1.6","1.6","164.19","0","28.703","0","P39880","P39880","Homeobox protein cut-like 1","CUX1","1837","P39880","CUX1"
"1713",1312100,3791100,3285000,1103800,3756300,2938100,1646600,4558000,3039100,1463100,4075500,3669200,"15","15","15","52","52","52","38.498","0","180.32","55","P40121","P40121","Macrophage-capping protein","CAPG","1838","P40121","CAPG"
"1714",1124300,526050,829850,1039200,475880,670210,1364800,564200,809270,1318700,498780,766700,"11","11","11","31.4","31.4","31.4","52.823","0","173.55","13","P40123","P40123","Adenylyl cyclase-associated protein 2","CAP2","1839","P40123","CAP2"
"1715",173560,230580,365340,168010,198390,307520,209310,155660,250770,210230,144250,253430,"10","10","10","13","13","13","103.54","0","323.31","7","P40189","P40189","Interleukin-6 receptor subunit beta","IL6ST","1840","P40189","IL6ST"
"1716",303930,478780,583530,301160,415890,468780,357850,444150,469190,333720,395120,497580,"15","15","15","37","37","37","61.89","0","323.31","36","P40222","P40222","Alpha-taxilin","TXLNA","1841","P40222","TXLNA"
"1717",4153900,5913300,7158000,4009900,4900200,5781400,5211400,5971200,5547800,4767100,4880900,6305800,"28","28","28","59.9","59.9","59.9","58.024","0","190.48","57","P40227;Q92526","P40227","T-complex protein 1 subunit zeta","CCT6A","1842","P40227","CCT6A"
"1718",1117100,1722500,1907500,986890,1331600,1297400,1003600,1542800,1273800,960350,1189300,1183200,"14","14","14","42.4","42.4","42.4","29.574","0","157.5","46","P40261","P40261","Nicotinamide N-methyltransferase","NNMT","1843","P40261","NNMT"
"1719",166590,278950,312040,161760,281600,256890,205430,343850,274760,193430,359470,328430,"6","6","6","24.9","24.9","24.9","28.936","0","158.92","7","P40306","P40306","Proteasome subunit beta type-10","PSMB10","1844","P40306","PSMB10"
"1720",135570,245350,254460,99453,196500,177340,129620,195370,160610,121320,148670,149680,"2","2","2","15.5","15.5","15.5","24.152","0","13.737","6","P40337","P40337","Von Hippel-Lindau disease tumor suppressor","VHL","1845","P40337","VHL"
"1721",6611.89990234375,11469,10841,5055.89990234375,8985.900390625,9569.5,3999.69995117188,10055,8881.599609375,4620,12801,7103,"3","3","3","8.1","8.1","8.1","47.189","0.0092866","1.0157","3","P40426;P40424;P40425","P40426;P40424","Pre-B-cell leukemia transcription factor 3;Pre-B-cell leukemia transcription factor 1","PBX3;PBX1","1846","P40426","PBX3"
"1722",521180,1415200,1485000,530910,1191300,1199400,814480,1574100,1317200,739120,1237400,1343100,"11","11","11","41.4","41.4","41.4","23.577","0","22.376","29","P40429;Q6NVV1","P40429;Q6NVV1","60S ribosomal protein L13a;Putative 60S ribosomal protein L13a protein RPL13AP3","RPL13A;RPL13AP3","1847","P40429","RPL13A"
"1723",181180,256160,249230,147940,176120,177750,242340,267590,231700,187120,193600,222840,"6","6","6","42.5","42.5","42.5","20.417","0","40.566","11","P40616","P40616","ADP-ribosylation factor-like protein 1","ARL1","1848","P40616","ARL1"
"1724",NA,597.239990234375,871.760009765625,1161.30004882813,1354.59997558594,1370.19995117188,1128.80004882813,2119.19995117188,944.539978027344,931.330017089844,1712.69995117188,1514.19995117188,"2","2","2","4.5","4.5","4.5","84.6","0","2.8981","1","P40692","P40692","DNA mismatch repair protein Mlh1","MLH1","1849","P40692","MLH1"
"1725",1706400,2802100,3387000,1627100,2245200,2453700,2089200,2858800,2958900,1827800,2475300,2902900,"22","22","22","33.4","33.4","33.4","88.067","0","323.31","37","P40763","P40763","Signal transducer and activator of transcription 3","STAT3","1850","P40763","STAT3"
"1726",293950,476720,590130,242220,385910,471960,376390,529690,524970,374710,458150,472450,"8","8","8","9.5","9.5","9.5","127.52","0","323.31","8","P40818","P40818","Ubiquitin carboxyl-terminal hydrolase 8","USP8","1851","P40818","USP8"
"1727",390160,515470,571210,319180,456010,498470,453120,565040,536440,437210,465580,512500,"7","7","7","24.1","24.1","24.1","32.806","0","87.743","12","P40855","P40855","Peroxisomal biogenesis factor 19","PEX19","1852","P40855","PEX19"
"1728",1790800,2833000,3412000,1663400,2340900,2591100,2270400,3456600,3391600,2694200,2519500,3338900,"11","11","11","37.7","37.7","37.7","36.426","0","120.42","35","P40925","P40925","Malate dehydrogenase, cytoplasmic","MDH1","1853","P40925","MDH1"
"1729",8223500,12567000,15682000,7096700,11700000,13336000,7991700,10738000,10644000,7712300,8887900,11090000,"28","28","28","67.5","67.5","67.5","35.503","0","323.31","110","P40926","P40926","Malate dehydrogenase, mitochondrial","MDH2","1854","P40926","MDH2"
"1730",3633.30004882813,9752.900390625,9220.7001953125,6211,10441,11894,4034.89990234375,13438,9234.2998046875,7092.2998046875,10258,10261,"1","1","1","3.9","3.9","3.9","40.556","0","26.187","1","P40938","P40938","Replication factor C subunit 3","RFC3","1855","P40938","RFC3"
"1731",14489000,25578000,26336000,12284000,21812000,23398000,19256000,26302000,24481000,16468000,22080000,24978000,"52","52","52","68.8","68.8","68.8","82.999","0","323.31","164","P40939","P40939","Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase","HADHA","1856","P40939","HADHA"
"1732",1258100,1847000,2089800,1269300,1568700,1725900,1471300,1804100,1763600,1352700,1669800,1668300,"16","16","16","37.5","37.5","37.5","51.109","0","213.29","32","P41091;Q2VIR3","P41091;Q2VIR3","Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein","EIF2S3;EIF2S3L","1857","P41091","EIF2S3"
"1733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","7.2","7.2","7.2","57.001","0","74.226","0","P41162","P41162","ETS translocation variant 3","ETV3","1858","P41162","ETV3"
"1734",449640,768990,961670,323220,550280,627740,721100,1015400,976180,673020,720420,871000,"5","5","5","30.8","30.8","30.8","19.738","0","15.431","8","P41208;Q12798","P41208","Centrin-2","CETN2","1859","P41208","CETN2"
"1735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.5","5.5","5.5","52.999","0","22.271","0","P41212","P41212","Transcription factor ETV6","ETV6","1860","P41212","ETV6"
"1736",291670,625710,610870,324960,528560,546590,409040,678780,630560,375950,549380,639090,"8","8","8","19.9","19.9","19.9","64.706","0","49.196","10","P41214","P41214","Eukaryotic translation initiation factor 2D","EIF2D","1861","P41214","EIF2D"
"1737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","5.9","5.9","5.9","45.836","0.0092797","1.012","1","P41218","P41218","Myeloid cell nuclear differentiation antigen","MNDA","1862","P41218","MNDA"
"1738",197730,142930,90858,232700,145580,58782,225090,175250,77530,211410,152190,77705,"8","6","6","21.6","14.7","14.7","42.339","0","7.4644","9","P41221","P41221","Protein Wnt-5a","WNT5A","1863","P41221","WNT5A"
"1739",120120,244470,290670,105040,168210,191550,143870,230060,223090,110290,166240,165960,"5","5","5","41.7","41.7","41.7","17","0","10.727","5","P41223","P41223","Protein BUD31 homolog","BUD31","1864","P41223","BUD31"
"1740",349020,772960,705250,293770,625740,528270,692510,1205200,1084900,665090,988470,1050100,"13","13","13","18.1","18.1","18.1","111.69","0","107.87","21","P41226","P41226","Ubiquitin-like modifier-activating enzyme 7","UBA7","1865","P41226","UBA7"
"1741",351700,471000,520740,382750,476010,492680,414060,435840,407710,396750,400430,480710,"10","10","10","45.5","45.5","45.5","26.458","0","15.729","17","P41227;Q9BSU3","P41227","N-alpha-acetyltransferase 10","NAA10","1866","P41227","NAA10"
"1742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.2","1.2","1.2","175.72","0","20.538","0","P41229","P41229","Lysine-specific demethylase 5C","KDM5C","1867","P41229","KDM5C"
"1743",48246,54440,78466,56684,74750,77107,65561,79966,64302,65629,53818,68952,"10","10","10","46.3","46.3","46.3","23.015","0","323.31","13","P41236;Q6NXS1","P41236;Q6NXS1","Protein phosphatase inhibitor 2;Protein phosphatase inhibitor 2-like protein 3","PPP1R2;PPP1R2P3","1868","P41236","PPP1R2"
"1744",298670,369450,495270,283530,367660,444060,363840,419580,394690,357800,378690,487010,"12","12","12","29.8","29.8","29.8","50.704","0","70.45","19","P41240;P42679","P41240","Tyrosine-protein kinase CSK","CSK","1869","P41240","CSK"
"1745",6275600,12935000,12500000,5113900,11319000,10254000,7150900,12311000,12147000,5725500,10400000,11882000,"24","24","24","42.1","42.1","42.1","83.165","0","157.18","68","P41250","P41250","Glycine--tRNA ligase","GARS","1870","P41250","GARS"
"1746",3804200,5720800,6483700,3369200,5357700,5200500,4726900,6325100,6366400,4143300,5620400,6165300,"31","31","31","28.5","28.5","28.5","144.5","0","221.9","68","P41252","P41252","Isoleucine--tRNA ligase, cytoplasmic","IARS","1871","P41252","IARS"
"1747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.9","1.9","1.9","52.924","0.00077495","1.6375","0","P41279","P41279","Mitogen-activated protein kinase kinase kinase 8","MAP3K8","1872","P41279","MAP3K8"
"1748",321160,411580,489800,235120,287440,291270,448740,462240,483370,267990,290900,301300,"7","7","7","85.8","85.8","85.8","12.732","0","97.056","18","P41567;O60739","P41567;O60739","Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b","EIF1;EIF1B","1873","P41567","EIF1"
"1749",35480,43075,57760,38609,35199,39486,41704,57695,55753,53496,45929,49357,"3","3","3","6.4","6.4","6.4","68.262","0","2.972","3","P41743","P41743","Protein kinase C iota type","PRKCI","1874","P41743","PRKCI"
"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.4","3.4","3.4","44.239","0","4.3338","0","P41970","P41970","ETS domain-containing protein Elk-3","ELK3","1875","P41970","ELK3"
"1751",2147700,2395700,2956700,1829500,2201400,2289700,2732300,2628700,2552600,2405900,2161000,2602000,"10","6","6","46.5","27.9","27.9","42.293","0","71.268","17","P42025","P42025","Beta-centractin","ACTR1B","1876","P42025","ACTR1B"
"1752",1287800,2271900,2306000,1197000,1931700,1764800,1292400,1906200,1844500,1234200,1673200,1753700,"4","4","4","20.5","20.5","20.5","32.816","0","51.741","10","P42126","P42126","Enoyl-CoA delta isomerase 1, mitochondrial","ECI1","1877","P42126","ECI1"
"1753",57175,96289,93465,58302,85626,77592,76229,120910,77891,77738,89258,88861,"18","5","5","24.9","10.8","10.8","75.491","0","82.423","6","P42166","P42166","Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin","TMPO","1878","P42166","TMPO"
"1754",161030,386550,419130,155890,315870,306030,213840,379460,334090,202940,316660,324840,"19","19","6","38.5","38.5","17","50.67","0","323.31","25","P42167","P42167","Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin","TMPO","1879","P42167","TMPO"
"1755",12903000,12995000,17049000,11593000,10543000,13292000,19105000,12760000,14361000,17217000,10120000,14231000,"49","49","49","61.2","61.2","61.2","87.334","0","323.31","160","P42224;Q14765","P42224","Signal transducer and activator of transcription 1-alpha/beta","STAT1","1880","P42224","STAT1"
"1756",1257500,1752700,2157000,1139700,1642500,1685100,1621300,1802800,1861500,1401000,1621900,2015100,"15","15","14","18.8","18.8","17.8","94.134","0","232.35","29","P42226","P42226","Signal transducer and activator of transcription 6","STAT6","1881","P42226","STAT6"
"1757",145880,273750,225990,141810,310020,306840,146350,352920,258140,150550,322060,288560,"9","9","3","15.1","15.1","5.9","90.646","0","68.156","10","P42229","P42229","Signal transducer and activator of transcription 5A","STAT5A","1882","P42229","STAT5A"
"1758",156760,340440,359540,159430,326440,335820,183730,346830,287100,175740,323070,372830,"8","8","8","9.2","9.2","9.2","117.8","0","8.517","8","P42285","P42285","Superkiller viralicidic activity 2-like 2","SKIV2L2","1883","P42285","SKIV2L2"
"1759",9734300,14565000,22711000,8642800,11892000,17451000,13471000,13674000,18225000,13381000,11686000,18832000,"22","12","12","65","45.5","45.5","36.853","0","236.01","96","P42330;P17516","P42330","Aldo-keto reductase family 1 member C3","AKR1C3","1884","P42330","AKR1C3"
"1760",136020,174690,236200,128200,154460,185830,179210,167970,239600,154350,161220,239510,"5","5","5","6.6","6.6","6.6","124.28","0","7.8502","5","P42336","P42336","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform","PIK3CA","1885","P42336","PIK3CA"
"1761",845660,1454900,1587400,803900,1195000,1210800,1117500,1595900,1456100,1078300,1402700,1439200,"26","26","26","13.7","13.7","13.7","288.89","0","323.31","34","P42345","P42345","Serine/threonine-protein kinase mTOR","MTOR","1886","P42345","MTOR"
"1762",585160,934820,1057900,561790,727230,949370,713360,981070,1022000,685460,910430,979940,"25","25","25","13.2","13.2","13.2","236.83","0","323.31","31","P42356;A4QPH2;Q8N8J0","P42356","Phosphatidylinositol 4-kinase alpha","PI4KA","1887","P42356","PI4KA"
"1763",489590,783300,979000,494230,720540,840530,706100,937190,841270,667130,806240,971840,"9","9","9","17.7","17.7","17.7","98.655","0","33.196","15","P42566","P42566","Epidermal growth factor receptor substrate 15","EPS15","1888","P42566","EPS15"
"1764",333480,320860,341990,332660,257700,309170,290730,262700,269060,269770,205560,302240,"5","5","5","16.6","16.6","16.6","31.608","0","261.06","11","P42574;Q5IS54;Q5IS99","P42574;Q5IS54;Q5IS99","Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12","CASP3","1889","P42574","CASP3"
"1765",9200.400390625,11184,14264,12176,13974,14935,14218,13097,8628.7998046875,10653,8156.2998046875,12220,"1","1","1","2.4","2.4","2.4","50.685","0.0077071","1.0794","1","P42575","P42575","Caspase-2;Caspase-2 subunit p18;Caspase-2 subunit p13;Caspase-2 subunit p12","CASP2","1890","P42575","CASP2"
"1766",216770,418210,437570,215070,348170,329920,255080,420610,394860,221880,330470,363680,"4","4","4","27.4","27.4","27.4","9.461","0","9.6948","11","P42677;Q71UM5","P42677;Q71UM5","40S ribosomal protein S27;40S ribosomal protein S27-like","RPS27;RPS27L","1891","P42677","RPS27"
"1767",5382.39990234375,11044,11797,6078.60009765625,6813.10009765625,7679.7998046875,9277.2001953125,11775,8052.2001953125,11888,8713.900390625,9466.7998046875,"5","5","5","7.1","7.1","7.1","128.34","0","195.86","2","P42684","P42684","Abelson tyrosine-protein kinase 2","ABL2","1892","P42684","ABL2"
"1768",NA,1470.19995117188,1380.5,NA,844.940002441406,722.559997558594,1742.40002441406,1777.59997558594,1884.19995117188,NA,1276.5,1753.5,"5","5","5","4.7","4.7","4.7","218.97","0","174.01","3","P42694","P42694","Probable helicase with zinc finger domain","HELZ","1893","P42694","HELZ"
"1769",72791,160950,157810,80119,119230,152630,70251,114540,136520,82535,91307,149190,"4","4","3","10.9","10.9","9.3","48.564","0","2.7574","3","P42696","P42696","RNA-binding protein 34","RBM34","1894","P42696","RBM34"
"1770",3120300,5497000,6021500,2830000,4761300,5126400,3540200,4959800,4764100,3198800,4123400,4816500,"41","41","41","38","38","38","157.9","0","275.27","76","P42704","P42704","Leucine-rich PPR motif-containing protein, mitochondrial","LRPPRC","1895","P42704","LRPPRC"
"1771",3773200,5705000,8022800,3700300,5378200,6746600,4142400,4793700,5255700,3509500,4216200,5678000,"26","26","26","82.6","82.6","82.6","41.924","0","323.31","81","P42765","P42765","3-ketoacyl-CoA thiolase, mitochondrial","ACAA2","1896","P42765","ACAA2"
"1772",278100,674020,824750,227480,423670,580810,449260,766250,647760,491340,576770,740410,"3","3","3","29.3","29.3","29.3","14.551","0","7.475","4","P42766","P42766","60S ribosomal protein L35","RPL35","1897","P42766","RPL35"
"1773",357890,687630,1066400,342810,490490,752160,442060,555090,686200,437270,423740,681800,"4","4","4","28.8","28.8","28.8","16.532","0","37.67","6","P42771;P42772","P42771","Cyclin-dependent kinase inhibitor 2A","CDKN2A","1898","P42771","CDKN2A"
"1774",37808,94648,98955,31477,74403,83404,45456,108760,102350,44224,101750,106090,"4","4","4","25.6","25.6","25.6","18.127","0","14.216","7","P42773","P42773","Cyclin-dependent kinase 4 inhibitor C","CDKN2C","1899","P42773","CDKN2C"
"1775",1217000,1234600,1453200,995790,1073100,1135800,1642400,1514900,1775600,1435300,1259800,1695200,"6","6","6","16.5","16.5","16.5","55.799","0","27.687","12","P42785","P42785","Lysosomal Pro-X carboxypeptidase","PRCP","1900","P42785","PRCP"
"1776",197780,349170,387190,183150,303940,301090,235820,338510,315390,199700,298920,306910,"19","19","19","9.1","9.1","9.1","347.6","0","323.31","19","P42858","P42858","Huntingtin","HTT","1901","P42858","HTT"
"1777",441060,570000,488270,362210,529710,409220,535400,670990,465800,472520,582680,514420,"9","9","9","15.6","15.6","15.6","87.163","0","323.31","8","P42892","P42892","Endothelin-converting enzyme 1","ECE1","1902","P42892","ECE1"
"1778",10573,21754,28703,11900,24616,25742,15096,29521,24419,11623,21302,26365,"4","4","4","7.2","7.2","7.2","74.596","0","4.3878","3","P42898","P42898","Methylenetetrahydrofolate reductase","MTHFR","1903","P42898","MTHFR"
"1779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.9","1.9","1.9","62.104","0","3.2497","2","P43004","P43004","Excitatory amino acid transporter 2","SLC1A2","1904","P43004","SLC1A2"
"1780",1053800,1386100,1539700,970840,1096800,1299100,1278300,1397100,1252900,1139900,1114500,1351500,"15","15","15","45.9","45.9","45.9","46.637","0","269.46","38","P43034;Q5IS43","P43034;Q5IS43","Platelet-activating factor acetylhydrolase IB subunit alpha","PAFAH1B1","1905","P43034","PAFAH1B1"
"1781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4.2","4.2","4.2","39.76","0","2.6066","0","P43116","P43116","Prostaglandin E2 receptor EP2 subtype","PTGER2","1906","P43116","PTGER2"
"1782",249960,345610,434370,200570,295050,326090,270510,307400,290560,220330,245830,285230,"12","12","12","18.8","18.8","18.8","70.857","0","188.43","22","P43155","P43155","Carnitine O-acetyltransferase","CRAT","1907","P43155","CRAT"
"1783",5086.7001953125,7689.2001953125,11652,6169.2001953125,7083.2001953125,6689.5,8931.099609375,12911,11726,8624.400390625,13257,11905,"1","1","1","5","5","5","35.957","0.0048236","1.2635","1","P43234","P43234","Cathepsin O","CTSO","1908","P43234","CTSO"
"1784",3749600,6856200,8760800,3549800,4995100,6293300,3682800,4564500,6611300,3594500,4107800,6682800,"18","18","17","54.1","54.1","54.1","36.966","0","323.31","109","P43235;O60911","P43235","Cathepsin K","CTSK","1909","P43235","CTSK"
"1785",1111100,2059200,2285100,991150,1759300,1757900,1174900,2087100,1961700,1082400,1817600,1950200,"17","17","17","23.1","23.1","23.1","94.622","0","206.15","29","P43243","P43243","Matrin-3","MATR3","1910","P43243","MATR3"
"1786",105390,187170,206570,89121,161740,150470,130710,200110,163080,128100,175250,166870,"6","6","6","9.2","9.2","9.2","104.74","0","45.165","7","P43246","P43246","DNA mismatch repair protein Msh2","MSH2","1911","P43246","MSH2"
"1787",7853.7998046875,10179,16641,8180,10814,11665,11526,12844,14656,10348,9002.5,14806,"1","1","1","2.8","2.8","2.8","65.99","0","2.1102","1","P43250","P43250","G protein-coupled receptor kinase 6","GRK6","1912","P43250","GRK6"
"1788",1304000,2990700,3317600,1096800,2620800,2689500,1654000,3336600,2875800,1521400,2865500,2804600,"24","24","24","40.7","40.7","40.7","80.852","0","103.29","39","P43304","P43304","Glycerol-3-phosphate dehydrogenase, mitochondrial","GPD2","1913","P43304","GPD2"
"1789",800970,1758200,2003500,812220,1192000,1466200,1043000,1593900,1525700,1026700,1325800,1385700,"5","5","5","22.4","22.4","22.4","32.235","0","280.88","15","P43307","P43307","Translocon-associated protein subunit alpha","SSR1","1914","P43307","SSR1"
"1790",36794,55945,72027,33831,44897,52871,38157,51231,49458,45996,41955,41813,"5","5","5","16.2","16.2","16.2","51.839","0","40.525","7","P43353;P48448","P43353","Aldehyde dehydrogenase family 3 member B1","ALDH3B1","1915","P43353","ALDH3B1"
"1791",9944.2998046875,11713,16224,13268,13162,18045,12999,17487,12582,14587,12633,15739,"6","6","5","12","12","7.9","68.019","0","12.982","7","P43378","P43378","Tyrosine-protein phosphatase non-receptor type 9","PTPN9","1916","P43378","PTPN9"
"1792",533010,763660,978930,500860,856260,905190,582670,799560,883670,580750,852060,861190,"6","6","6","38.3","38.3","38.3","23.31","0","22.683","18","P43487","P43487","Ran-specific GTPase-activating protein","RANBP1","1917","P43487","RANBP1"
"1793",1323400,2040900,3089000,1164200,1592000,2277500,1431400,1690200,2177500,1190800,1233100,2151200,"15","15","13","35","35","30.1","55.52","0","39.154","23","P43490","P43490","Nicotinamide phosphoribosyltransferase","NAMPT","1918","P43490","NAMPT"
"1794",3029600,4072500,4595400,2953500,3579100,3825000,3491000,3857400,3806500,3224800,3248600,3684200,"23","23","23","61.2","61.2","61.2","47.366","0","172.12","53","P43686","P43686","26S protease regulatory subunit 6B","PSMC4","1919","P43686","PSMC4"
"1795",330110,692420,798200,309120,552180,723740,298780,483420,533720,297360,483030,534070,"7","7","7","27.4","27.4","27.4","35.39","0","125.64","15","P43897","P43897","Elongation factor Ts, mitochondrial","TSFM","1920","P43897","TSFM"
"1796",263620,293350,758630,254580,237000,540040,587910,445230,1013400,572300,380330,953430,"7","7","7","25.9","25.9","25.9","35.735","0","15.591","9","P45381","P45381","Aspartoacylase","ASPA","1921","P45381","ASPA"
"1797",100570,219760,163760,83000,271460,166350,147550,330480,229920,98703,375460,220190,"2","2","2","10.8","10.8","10.8","22.763","0","4.7245","4","P45877","P45877","Peptidyl-prolyl cis-trans isomerase C","PPIC","1922","P45877","PPIC"
"1798",6368500,7813400,8884900,5554300,7754000,8124700,7259600,7634700,7860200,6755200,7282000,7746700,"18","18","18","71.1","71.1","71.1","31.566","0","299.65","52","P45880","P45880","Voltage-dependent anion-selective channel protein 2","VDAC2","1923","P45880","VDAC2"
"1799",581380,995250,897150,557420,852400,821520,533990,746870,577510,445700,616910,674800,"9","9","9","32.2","32.2","32.2","47.485","0","47.978","12","P45954","P45954","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","ACADSB","1924","P45954","ACADSB"
"1800",10247,21475,25730,6414.2001953125,13301,13655,13237,22706,17749,12098,14039,12669,"5","4","4","34","27.7","27.7","22.225","0","219.38","2","P45973","P45973","Chromobox protein homolog 5","CBX5","1925","P45973","CBX5"
"1801",2452300,4160000,4525500,2170700,3474500,3637700,2808900,3829600,3661300,2587800,3203000,3701400,"31","31","29","45.8","45.8","44.5","95.785","0","323.31","59","P45974","P45974","Ubiquitin carboxyl-terminal hydrolase 5","USP5","1926","P45974","USP5"
"1802",64510,85310,100280,65359,71624,90423,81984,93796,89825,78016,84909,76391,"2","2","2","5.2","5.2","5.2","48.139","0","2.2777","2","P45984","P45984","Mitogen-activated protein kinase 9","MAPK9","1927","P45984","MAPK9"
"1803",117650,149850,141180,111740,137510,132550,152000,159370,168630,128910,144610,187210,"4","4","4","13.8","13.8","13.8","44.287","0","6.057","4","P45985","P45985","Dual specificity mitogen-activated protein kinase kinase 4","MAP2K4","1928","P45985","MAP2K4"
"1804",121790,49515,40166,97391,51961,41829,116160,67233,27155,115310,60401,30177,"3","3","3","4.3","4.3","4.3","137.31","0","81.904","1","P46020;P46019","P46020","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","PHKA1","1929","P46020","PHKA1"
"1805",2492000,2917900,3474500,2352900,2565400,2680900,2643500,2354400,2125000,2414300,2171600,2229800,"22","22","20","46.5","46.5","44.1","63.541","0","130.43","40","P46060","P46060","Ran GTPase-activating protein 1","RANGAP1","1930","P46060","RANGAP1"
"1806",773210,1846100,2100400,687110,1495200,1733100,1001300,1969400,2240800,795800,1880300,2020600,"11","11","11","27.4","27.4","27.4","73.457","0","83.023","25","P46063","P46063","ATP-dependent DNA helicase Q1","RECQL","1931","P46063","RECQL"
"1807",197610,362910,469080,200460,283380,347500,207780,275170,297430,214460,227580,320460,"14","14","14","23.4","23.4","23.4","89.301","0","76.162","18","P46087","P46087","Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase","NOP2","1932","P46087","NOP2"
"1808",130510,220050,242690,106190,179640,191150,144070,177500,201480,125240,160530,179440,"13","13","13","9.6","9.6","9.6","282.58","0","323.31","11","P46100","P46100","Transcriptional regulator ATRX","ATRX","1933","P46100","ATRX"
"1809",921370,1485800,1590200,756960,1288700,1298800,1285800,1674600,1503800,1095900,1375300,1542800,"18","18","18","61.5","61.5","61.5","33.83","0","323.31","29","P46108","P46108","Adapter molecule crk","CRK","1934","P46108","CRK"
"1810",517140,839200,864640,430770,756430,730780,722640,945660,872670,581790,897790,911130,"10","10","10","39.3","39.3","39.3","33.777","0","127.82","23","P46109","P46109","Crk-like protein","CRKL","1935","P46109","CRKL"
"1811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.3","2.3","2.3","81.316","0","4.3172","2","P46199","P46199","Translation initiation factor IF-2, mitochondrial","MTIF2","1936","P46199","MTIF2"
"1812",778190,1022300,1134800,630980,851200,881490,947980,1070600,989590,794070,896870,934990,"18","18","18","20.3","20.3","20.3","119.41","0","323.31","24","P46379","P46379","Large proline-rich protein BAG6","BAG6","1937","P46379","BAG6"
"1813",74013,43585,159590,65526,36091,136340,126950,47684,225310,122840,58723,195070,"9","4","4","39.9","19.3","19.3","25.674","0","10.085","10","P46439","P46439","Glutathione S-transferase Mu 5","GSTM5","1938","P46439","GSTM5"
"1814",4410500,5827800,6505700,4062000,5103600,5328700,4965200,5448300,5197000,4671200,4456200,5379600,"34","34","34","45.4","45.4","45.4","82.593","0","265.31","80","P46459","P46459","Vesicle-fusing ATPase","NSF","1939","P46459","NSF"
"1815",661580,763580,1052300,619840,627740,796410,768350,554860,641180,705770,498720,590500,"12","12","12","38","38","38","39.318","0","99.066","28","P46734;P52564","P46734","Dual specificity mitogen-activated protein kinase kinase 3","MAP2K3","1941","P46734","MAP2K3"
"1816",192300,299070,327900,177030,221610,275390,207150,268680,282120,212350,253100,288900,"3","3","3","13.6","13.6","13.6","36.072","0","21.012","6","P46736","P46736","Lys-63-specific deubiquitinase BRCC36","BRCC3","1942","P46736","BRCC3"
"1817",100080,262690,211490,65632,243490,239050,200170,375220,276350,147350,310250,291880,"4","4","4","23","23","23","16.561","0","3.75","5","P46776","P46776","60S ribosomal protein L27a","RPL27A","1943","P46776","RPL27A"
"1818",1894200,3895000,3539800,1487300,3373000,3305800,3014000,4513300,3993000,2385900,4180500,3983500,"18","18","18","55.6","55.6","55.6","34.362","0","114.03","60","P46777","P46777","60S ribosomal protein L5","RPL5","1944","P46777","RPL5"
"1819",1176300,2962800,2911300,1197700,2930400,2809400,1961500,3350700,2496900,1848700,3013300,3037500,"7","7","7","37.5","37.5","37.5","18.565","0","31.293","14","P46778","P46778","60S ribosomal protein L21","RPL21","1945","P46778","RPL21"
"1820",340760,1800900,2028800,399830,1695400,1586600,787540,1949400,1732100,712400,1631900,1942700,"11","11","11","36.5","36.5","36.5","15.747","0","19.033","16","P46779","P46779","60S ribosomal protein L28","RPL28","1946","P46779","RPL28"
